DATEPRD,NPD_WELL_BORE_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_WHP_P,AVG_CHOKE_SIZE_P,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
2008-02-12,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-13,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-14,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-15,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-16,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-17,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-18,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-19,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-20,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-21,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-22,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-23,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-24,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-25,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-26,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-27,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-28,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-02-29,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-01,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-02,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-03,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-04,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-05,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-06,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-07,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-08,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-09,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-10,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-11,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-12,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-13,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-14,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-15,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-16,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-17,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-18,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-19,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-20,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-21,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-22,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-23,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-24,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-25,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-26,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-27,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-28,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-29,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-03-30,15/9-F-14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,production,OP
2008-03-31,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-01,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-02,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-03,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-04,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-05,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-06,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-07,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-08,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-09,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-10,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-11,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-12,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-13,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-14,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-15,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-16,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-17,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-18,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-19,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-20,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-21,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-22,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-23,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-24,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-25,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-26,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-27,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-29,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-04-30,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-05-01,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-05-02,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-05-03,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-05-04,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-05-05,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-05-06,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-05-07,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
2008-05-08,15/9-F-14,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,production,OP
