# Context trajectories (TVD m below DF, NS/EW m from the package origin). STATUS: definitive = Equinor definitive survey; reconstructed = smooth path through official formation-pick coordinates
WELL,MD,TVD,NS,EW,STATUS
NO 15/9-4,548.5,548.5,-4520.0,-6050.0,reconstructed
NO 15/9-4,573.3,573.3,-4519.8,-6049.9,reconstructed
NO 15/9-4,598.1,598.1,-4519.6,-6049.8,reconstructed
NO 15/9-4,622.9,622.9,-4519.5,-6049.7,reconstructed
NO 15/9-4,647.7,647.6,-4519.3,-6049.6,reconstructed
NO 15/9-4,672.4,672.4,-4519.1,-6049.5,reconstructed
NO 15/9-4,697.2,697.2,-4518.9,-6049.4,reconstructed
NO 15/9-4,722.0,722.0,-4518.7,-6049.3,reconstructed
NO 15/9-4,746.8,746.8,-4518.6,-6049.2,reconstructed
NO 15/9-4,771.6,771.6,-4518.4,-6049.1,reconstructed
NO 15/9-4,796.4,796.4,-4518.2,-6049.0,reconstructed
NO 15/9-4,821.2,821.2,-4518.0,-6048.9,reconstructed
NO 15/9-4,846.0,846.0,-4517.8,-6048.8,reconstructed
NO 15/9-4,870.2,870.2,-4517.7,-6048.7,reconstructed
NO 15/9-4,894.4,894.3,-4517.5,-6048.6,reconstructed
NO 15/9-4,918.5,918.5,-4517.3,-6048.5,reconstructed
NO 15/9-4,942.7,942.7,-4517.1,-6048.4,reconstructed
NO 15/9-4,966.9,966.9,-4516.9,-6048.3,reconstructed
NO 15/9-4,991.1,991.1,-4516.6,-6048.1,reconstructed
NO 15/9-4,1015.3,1015.2,-4516.4,-6048.1,reconstructed
NO 15/9-4,1039.5,1039.4,-4516.2,-6048.0,reconstructed
NO 15/9-4,1063.6,1063.6,-4516.0,-6048.0,reconstructed
NO 15/9-4,1087.8,1087.8,-4515.8,-6048.0,reconstructed
NO 15/9-4,1112.0,1112.0,-4515.5,-6048.0,reconstructed
NO 15/9-4,1136.9,1136.8,-4515.3,-6048.1,reconstructed
NO 15/9-4,1161.7,1161.7,-4515.1,-6048.2,reconstructed
NO 15/9-4,1186.6,1186.6,-4514.9,-6048.4,reconstructed
NO 15/9-4,1211.5,1211.4,-4514.7,-6048.5,reconstructed
NO 15/9-4,1236.3,1236.3,-4514.4,-6048.7,reconstructed
NO 15/9-4,1261.2,1261.1,-4514.2,-6048.9,reconstructed
NO 15/9-4,1286.1,1286.0,-4514.0,-6049.0,reconstructed
NO 15/9-4,1310.9,1310.9,-4513.7,-6049.2,reconstructed
NO 15/9-4,1335.8,1335.7,-4513.5,-6049.4,reconstructed
NO 15/9-4,1360.7,1360.6,-4513.3,-6049.7,reconstructed
NO 15/9-4,1385.5,1385.5,-4513.0,-6049.9,reconstructed
NO 15/9-4,1410.4,1410.3,-4512.8,-6050.1,reconstructed
NO 15/9-4,1435.3,1435.2,-4512.5,-6050.4,reconstructed
NO 15/9-4,1460.1,1460.0,-4512.3,-6050.6,reconstructed
NO 15/9-4,1485.0,1484.9,-4512.0,-6050.9,reconstructed
NO 15/9-4,1509.9,1509.8,-4511.8,-6051.2,reconstructed
NO 15/9-4,1534.7,1534.6,-4511.5,-6051.4,reconstructed
NO 15/9-4,1559.6,1559.5,-4511.3,-6051.7,reconstructed
NO 15/9-4,1584.4,1584.4,-4511.0,-6052.0,reconstructed
NO 15/9-4,1609.3,1609.2,-4510.7,-6052.3,reconstructed
NO 15/9-4,1634.2,1634.1,-4510.5,-6052.6,reconstructed
NO 15/9-4,1659.0,1658.9,-4510.2,-6052.9,reconstructed
NO 15/9-4,1683.9,1683.8,-4510.0,-6053.3,reconstructed
NO 15/9-4,1708.8,1708.7,-4509.7,-6053.6,reconstructed
NO 15/9-4,1733.6,1733.5,-4509.5,-6053.9,reconstructed
NO 15/9-4,1758.5,1758.4,-4509.2,-6054.2,reconstructed
NO 15/9-4,1783.4,1783.2,-4508.9,-6054.6,reconstructed
NO 15/9-4,1808.2,1808.1,-4508.7,-6054.9,reconstructed
NO 15/9-4,1833.1,1833.0,-4508.4,-6055.3,reconstructed
NO 15/9-4,1858.0,1857.8,-4508.2,-6055.6,reconstructed
NO 15/9-4,1882.8,1882.7,-4507.9,-6055.9,reconstructed
NO 15/9-4,1907.7,1907.6,-4507.7,-6056.3,reconstructed
NO 15/9-4,1932.6,1932.4,-4507.4,-6056.6,reconstructed
NO 15/9-4,1957.4,1957.3,-4507.2,-6057.0,reconstructed
NO 15/9-4,1982.3,1982.1,-4507.0,-6057.3,reconstructed
NO 15/9-4,2007.2,2007.0,-4506.7,-6057.7,reconstructed
NO 15/9-4,2032.0,2031.9,-4506.5,-6058.0,reconstructed
NO 15/9-4,2056.9,2056.7,-4506.2,-6058.4,reconstructed
NO 15/9-4,2081.8,2081.6,-4506.0,-6058.7,reconstructed
NO 15/9-4,2106.6,2106.4,-4505.8,-6059.0,reconstructed
NO 15/9-4,2131.5,2131.3,-4505.6,-6059.4,reconstructed
NO 15/9-4,2156.4,2156.2,-4505.3,-6059.7,reconstructed
NO 15/9-4,2181.2,2181.0,-4505.1,-6060.1,reconstructed
NO 15/9-4,2206.1,2205.9,-4504.9,-6060.4,reconstructed
NO 15/9-4,2231.0,2230.8,-4504.7,-6060.7,reconstructed
NO 15/9-4,2255.8,2255.6,-4504.5,-6061.0,reconstructed
NO 15/9-4,2280.7,2280.5,-4504.3,-6061.3,reconstructed
NO 15/9-4,2305.6,2305.3,-4504.1,-6061.6,reconstructed
NO 15/9-4,2330.4,2330.2,-4503.9,-6061.9,reconstructed
NO 15/9-4,2355.3,2355.1,-4503.8,-6062.2,reconstructed
NO 15/9-4,2380.1,2379.9,-4503.6,-6062.5,reconstructed
NO 15/9-4,2405.0,2404.8,-4503.4,-6062.8,reconstructed
NO 15/9-4,2429.9,2429.6,-4503.2,-6063.1,reconstructed
NO 15/9-4,2454.7,2454.5,-4503.1,-6063.3,reconstructed
NO 15/9-4,2479.6,2479.4,-4502.9,-6063.6,reconstructed
NO 15/9-4,2504.5,2504.2,-4502.8,-6063.8,reconstructed
NO 15/9-4,2529.3,2529.1,-4502.6,-6064.1,reconstructed
NO 15/9-4,2554.2,2554.0,-4502.5,-6064.3,reconstructed
NO 15/9-4,2579.1,2578.8,-4502.4,-6064.5,reconstructed
NO 15/9-4,2603.9,2603.7,-4502.3,-6064.7,reconstructed
NO 15/9-4,2628.8,2628.5,-4502.2,-6064.9,reconstructed
NO 15/9-4,2653.7,2653.4,-4502.0,-6065.1,reconstructed
NO 15/9-4,2678.5,2678.3,-4502.0,-6065.3,reconstructed
NO 15/9-4,2703.4,2703.1,-4501.9,-6065.4,reconstructed
NO 15/9-4,2728.3,2728.0,-4501.8,-6065.6,reconstructed
NO 15/9-4,2753.1,2752.9,-4501.7,-6065.7,reconstructed
NO 15/9-4,2778.0,2777.7,-4501.6,-6065.8,reconstructed
NO 15/9-4,2799.8,2799.5,-4501.6,-6065.9,reconstructed
NO 15/9-4,2821.6,2821.3,-4501.7,-6065.8,reconstructed
NO 15/9-4,2843.4,2843.1,-4501.8,-6065.8,reconstructed
NO 15/9-4,2865.2,2864.9,-4501.9,-6065.7,reconstructed
NO 15/9-4,2887.0,2886.7,-4502.0,-6065.6,reconstructed
NO 15/9-4,2911.2,2910.9,-4502.2,-6065.6,reconstructed
NO 15/9-4,2935.4,2935.1,-4502.3,-6065.5,reconstructed
NO 15/9-4,2959.6,2959.3,-4502.4,-6065.5,reconstructed
NO 15/9-4,2983.8,2983.5,-4502.5,-6065.4,reconstructed
NO 15/9-4,3007.9,3007.7,-4502.6,-6065.4,reconstructed
NO 15/9-4,3032.1,3031.9,-4502.7,-6065.3,reconstructed
NO 15/9-4,3056.3,3056.0,-4502.8,-6065.3,reconstructed
NO 15/9-4,3080.5,3080.2,-4502.9,-6065.2,reconstructed
NO 15/9-4,3104.7,3104.4,-4503.0,-6065.2,reconstructed
NO 15/9-4,3128.9,3128.6,-4503.1,-6065.1,reconstructed
NO 15/9-4,3153.1,3152.8,-4503.3,-6065.1,reconstructed
NO 15/9-4,3177.2,3177.0,-4503.4,-6065.0,reconstructed
NO 15/9-4,3201.4,3201.2,-4503.5,-6065.0,reconstructed
NO 15/9-4,3225.6,3225.3,-4503.6,-6065.0,reconstructed
NO 15/9-4,3249.8,3249.5,-4503.7,-6064.9,reconstructed
NO 15/9-4,3274.0,3273.7,-4503.8,-6064.9,reconstructed
NO 15/9-4,3298.5,3298.2,-4504.0,-6064.9,reconstructed
NO 15/9-4,3323.0,3322.7,-4504.1,-6064.9,reconstructed
NO 15/9-4,3347.5,3347.2,-4504.2,-6064.9,reconstructed
NO 15/9-4,3372.0,3371.7,-4504.4,-6064.9,reconstructed
NO 15/9-4,3396.5,3396.2,-4504.5,-6064.9,reconstructed
NO 15/9-4,3421.0,3420.7,-4504.6,-6065.0,reconstructed
NO 15/9-4,3443.8,3443.5,-4504.8,-6065.2,reconstructed
NO 15/9-4,3466.5,3466.2,-4504.9,-6065.3,reconstructed
NO 15/9-4,3489.3,3489.0,-4505.0,-6065.5,reconstructed
NO 15/9-4,3512.0,3511.7,-4505.1,-6065.8,reconstructed
NO 15/9-4,3534.8,3534.5,-4505.2,-6066.1,reconstructed
NO 15/9-4,3557.5,3557.2,-4505.3,-6066.4,reconstructed
NO 15/9-4,3580.3,3580.0,-4505.5,-6066.7,reconstructed
NO 15/9-4,3593.2,3592.9,-4505.5,-6067.0,reconstructed
NO 15/9-4,3606.0,3605.7,-4505.5,-6067.3,reconstructed
NO 15/9-4,3620.7,3620.4,-4505.6,-6067.7,reconstructed
NO 15/9-4,3635.3,3635.0,-4505.8,-6068.0,reconstructed
NO 15/9-8,0.0,0.0,-6503.5,-6714.1,reconstructed
NO 15/9-8,128.0,128.0,-6503.5,-6714.1,reconstructed
NO 15/9-8,152.5,152.5,-6503.4,-6714.1,reconstructed
NO 15/9-8,177.0,177.0,-6503.4,-6714.2,reconstructed
NO 15/9-8,201.5,201.5,-6503.3,-6714.2,reconstructed
NO 15/9-8,226.0,226.0,-6503.2,-6714.3,reconstructed
NO 15/9-8,250.5,250.5,-6503.0,-6714.3,reconstructed
NO 15/9-8,275.0,275.0,-6502.8,-6714.4,reconstructed
NO 15/9-8,299.5,299.5,-6502.6,-6714.5,reconstructed
NO 15/9-8,324.0,324.0,-6502.3,-6714.6,reconstructed
NO 15/9-8,348.5,348.5,-6502.1,-6714.8,reconstructed
NO 15/9-8,373.0,373.0,-6501.8,-6714.9,reconstructed
NO 15/9-8,397.5,397.5,-6501.5,-6715.0,reconstructed
NO 15/9-8,422.0,422.0,-6501.1,-6715.2,reconstructed
NO 15/9-8,446.5,446.5,-6500.8,-6715.3,reconstructed
NO 15/9-8,471.0,471.0,-6500.4,-6715.5,reconstructed
NO 15/9-8,495.5,495.5,-6500.1,-6715.7,reconstructed
NO 15/9-8,520.0,520.0,-6499.7,-6715.9,reconstructed
NO 15/9-8,544.5,544.5,-6499.3,-6716.0,reconstructed
NO 15/9-8,569.0,569.0,-6498.9,-6716.2,reconstructed
NO 15/9-8,593.5,593.5,-6498.5,-6716.4,reconstructed
NO 15/9-8,618.0,618.0,-6498.1,-6716.6,reconstructed
NO 15/9-8,642.5,642.4,-6497.7,-6716.8,reconstructed
NO 15/9-8,667.0,666.9,-6497.3,-6717.0,reconstructed
NO 15/9-8,691.5,691.4,-6496.9,-6717.2,reconstructed
NO 15/9-8,716.0,715.9,-6496.5,-6717.4,reconstructed
NO 15/9-8,740.5,740.4,-6496.1,-6717.6,reconstructed
NO 15/9-8,765.0,764.9,-6495.7,-6717.7,reconstructed
NO 15/9-8,789.5,789.4,-6495.4,-6717.9,reconstructed
NO 15/9-8,814.0,813.9,-6495.0,-6718.1,reconstructed
NO 15/9-8,838.5,838.4,-6494.7,-6718.3,reconstructed
NO 15/9-8,863.0,862.9,-6494.3,-6718.4,reconstructed
NO 15/9-8,887.1,887.0,-6494.0,-6718.6,reconstructed
NO 15/9-8,911.2,911.1,-6493.7,-6718.8,reconstructed
NO 15/9-8,935.2,935.1,-6493.4,-6719.0,reconstructed
NO 15/9-8,959.3,959.2,-6493.1,-6719.2,reconstructed
NO 15/9-8,983.4,983.3,-6492.8,-6719.4,reconstructed
NO 15/9-8,1007.5,1007.4,-6492.5,-6719.6,reconstructed
NO 15/9-8,1031.5,1031.4,-6492.2,-6719.8,reconstructed
NO 15/9-8,1055.6,1055.5,-6491.9,-6720.0,reconstructed
NO 15/9-8,1079.7,1079.6,-6491.6,-6720.2,reconstructed
NO 15/9-8,1103.8,1103.7,-6491.2,-6720.3,reconstructed
NO 15/9-8,1127.8,1127.7,-6490.9,-6720.5,reconstructed
NO 15/9-8,1151.9,1151.8,-6490.6,-6720.6,reconstructed
NO 15/9-8,1176.0,1175.9,-6490.2,-6720.7,reconstructed
NO 15/9-8,1200.8,1200.7,-6489.9,-6720.8,reconstructed
NO 15/9-8,1225.6,1225.5,-6489.6,-6720.9,reconstructed
NO 15/9-8,1250.4,1250.3,-6489.2,-6721.0,reconstructed
NO 15/9-8,1275.2,1275.1,-6488.9,-6721.0,reconstructed
NO 15/9-8,1300.0,1299.9,-6488.5,-6721.1,reconstructed
NO 15/9-8,1324.8,1324.7,-6488.1,-6721.2,reconstructed
NO 15/9-8,1349.6,1349.4,-6487.8,-6721.2,reconstructed
NO 15/9-8,1374.4,1374.2,-6487.4,-6721.2,reconstructed
NO 15/9-8,1399.2,1399.0,-6487.1,-6721.3,reconstructed
NO 15/9-8,1424.0,1423.8,-6486.7,-6721.3,reconstructed
NO 15/9-8,1448.8,1448.6,-6486.3,-6721.3,reconstructed
NO 15/9-8,1473.6,1473.4,-6486.0,-6721.3,reconstructed
NO 15/9-8,1498.4,1498.2,-6485.6,-6721.3,reconstructed
NO 15/9-8,1523.2,1523.0,-6485.2,-6721.4,reconstructed
NO 15/9-8,1548.0,1547.8,-6484.8,-6721.4,reconstructed
NO 15/9-8,1572.8,1572.6,-6484.5,-6721.3,reconstructed
NO 15/9-8,1597.6,1597.4,-6484.1,-6721.3,reconstructed
NO 15/9-8,1622.4,1622.2,-6483.7,-6721.3,reconstructed
NO 15/9-8,1647.2,1647.0,-6483.3,-6721.3,reconstructed
NO 15/9-8,1672.0,1671.8,-6483.0,-6721.3,reconstructed
NO 15/9-8,1696.8,1696.6,-6482.6,-6721.3,reconstructed
NO 15/9-8,1721.6,1721.4,-6482.2,-6721.2,reconstructed
NO 15/9-8,1746.4,1746.2,-6481.8,-6721.2,reconstructed
NO 15/9-8,1771.2,1771.0,-6481.4,-6721.2,reconstructed
NO 15/9-8,1796.0,1795.8,-6481.0,-6721.1,reconstructed
NO 15/9-8,1820.8,1820.5,-6480.7,-6721.1,reconstructed
NO 15/9-8,1845.6,1845.3,-6480.3,-6721.1,reconstructed
NO 15/9-8,1870.4,1870.1,-6479.9,-6721.0,reconstructed
NO 15/9-8,1895.2,1894.9,-6479.5,-6721.0,reconstructed
NO 15/9-8,1920.0,1919.7,-6479.1,-6721.0,reconstructed
NO 15/9-8,1944.8,1944.5,-6478.8,-6720.9,reconstructed
NO 15/9-8,1969.6,1969.3,-6478.4,-6720.9,reconstructed
NO 15/9-8,1994.4,1994.1,-6478.0,-6720.8,reconstructed
NO 15/9-8,2019.2,2018.9,-6477.6,-6720.8,reconstructed
NO 15/9-8,2044.0,2043.7,-6477.2,-6720.8,reconstructed
NO 15/9-8,2068.8,2068.5,-6476.9,-6720.7,reconstructed
NO 15/9-8,2093.6,2093.3,-6476.5,-6720.7,reconstructed
NO 15/9-8,2118.4,2118.1,-6476.1,-6720.7,reconstructed
NO 15/9-8,2143.2,2142.9,-6475.7,-6720.6,reconstructed
NO 15/9-8,2168.0,2167.7,-6475.4,-6720.6,reconstructed
NO 15/9-8,2192.8,2192.5,-6475.0,-6720.6,reconstructed
NO 15/9-8,2217.6,2217.3,-6474.6,-6720.5,reconstructed
NO 15/9-8,2242.4,2242.1,-6474.3,-6720.5,reconstructed
NO 15/9-8,2267.2,2266.9,-6473.9,-6720.5,reconstructed
NO 15/9-8,2292.0,2291.7,-6473.5,-6720.5,reconstructed
NO 15/9-8,2316.8,2316.4,-6473.2,-6720.5,reconstructed
NO 15/9-8,2341.6,2341.2,-6472.8,-6720.5,reconstructed
NO 15/9-8,2366.4,2366.0,-6472.5,-6720.5,reconstructed
NO 15/9-8,2391.2,2390.8,-6472.1,-6720.5,reconstructed
NO 15/9-8,2416.0,2415.6,-6471.8,-6720.5,reconstructed
NO 15/9-8,2440.8,2440.4,-6471.4,-6720.5,reconstructed
NO 15/9-8,2465.6,2465.2,-6471.1,-6720.5,reconstructed
NO 15/9-8,2490.4,2490.0,-6470.7,-6720.5,reconstructed
NO 15/9-8,2515.2,2514.8,-6470.4,-6720.6,reconstructed
NO 15/9-8,2540.0,2539.6,-6470.1,-6720.6,reconstructed
NO 15/9-8,2564.8,2564.4,-6469.7,-6720.6,reconstructed
NO 15/9-8,2589.6,2589.2,-6469.4,-6720.7,reconstructed
NO 15/9-8,2614.4,2614.0,-6469.1,-6720.7,reconstructed
NO 15/9-8,2639.2,2638.8,-6468.8,-6720.8,reconstructed
NO 15/9-8,2664.0,2663.6,-6468.5,-6720.9,reconstructed
NO 15/9-8,2688.8,2688.4,-6468.1,-6720.9,reconstructed
NO 15/9-8,2713.6,2713.2,-6467.8,-6721.0,reconstructed
NO 15/9-8,2738.4,2738.0,-6467.5,-6721.1,reconstructed
NO 15/9-8,2763.2,2762.8,-6467.2,-6721.2,reconstructed
NO 15/9-8,2788.0,2787.6,-6467.0,-6721.3,reconstructed
NO 15/9-8,2811.6,2811.1,-6466.7,-6721.5,reconstructed
NO 15/9-8,2835.1,2834.7,-6466.4,-6721.6,reconstructed
NO 15/9-8,2858.7,2858.2,-6466.2,-6721.8,reconstructed
NO 15/9-8,2882.2,2881.8,-6465.9,-6722.1,reconstructed
NO 15/9-8,2905.8,2905.3,-6465.7,-6722.3,reconstructed
NO 15/9-8,2929.3,2928.9,-6465.5,-6722.6,reconstructed
NO 15/9-8,2952.9,2952.4,-6465.4,-6722.8,reconstructed
NO 15/9-8,2976.4,2976.0,-6465.2,-6723.0,reconstructed
NO 15/9-8,3000.0,2999.5,-6465.0,-6723.2,reconstructed
NO 15/9-8,3024.2,3023.7,-6464.9,-6723.4,reconstructed
NO 15/9-8,3048.3,3047.9,-6464.8,-6723.6,reconstructed
NO 15/9-8,3072.5,3072.0,-6464.7,-6723.8,reconstructed
NO 15/9-8,3096.7,3096.2,-6464.6,-6724.1,reconstructed
NO 15/9-8,3120.8,3120.4,-6464.5,-6724.3,reconstructed
NO 15/9-8,3145.0,3144.5,-6464.4,-6724.5,reconstructed
NO 15/9-8,3169.2,3168.7,-6464.3,-6724.7,reconstructed
NO 15/9-8,3193.3,3192.9,-6464.3,-6724.8,reconstructed
NO 15/9-8,3217.5,3217.0,-6464.3,-6725.0,reconstructed
NO 15/9-8,3241.7,3241.2,-6464.3,-6725.2,reconstructed
NO 15/9-8,3265.8,3265.4,-6464.4,-6725.3,reconstructed
NO 15/9-8,3290.0,3289.5,-6464.5,-6725.4,reconstructed
NO 15/9-8,3312.8,3312.4,-6464.6,-6725.5,reconstructed
NO 15/9-8,3335.7,3335.2,-6464.8,-6725.5,reconstructed
NO 15/9-8,3358.5,3358.0,-6465.1,-6725.5,reconstructed
NO 15/9-8,3381.3,3380.8,-6465.4,-6725.5,reconstructed
NO 15/9-8,3404.2,3403.7,-6465.7,-6725.5,reconstructed
NO 15/9-8,3427.0,3426.5,-6466.0,-6725.6,reconstructed
NO 15/9-8,3449.7,3449.2,-6466.2,-6725.8,reconstructed
NO 15/9-8,3472.4,3471.9,-6466.4,-6726.0,reconstructed
NO 15/9-8,3495.1,3494.6,-6466.7,-6726.3,reconstructed
NO 15/9-8,3517.8,3517.3,-6466.9,-6726.6,reconstructed
NO 15/9-8,3540.5,3540.0,-6467.1,-6726.9,reconstructed
NO 15/9-8,3563.2,3562.7,-6467.3,-6727.1,reconstructed
NO 15/9-8,3585.9,3585.4,-6467.5,-6727.4,reconstructed
NO 15/9-8,3605.4,3604.9,-6467.7,-6727.7,reconstructed
NO 15/9-8,3625.0,3624.5,-6467.8,-6727.9,reconstructed
NO 15/9-8,3642.0,3641.5,-6468.0,-6728.1,reconstructed
NO 15/9-8,3659.0,3658.5,-6468.2,-6728.3,reconstructed
NO 15/9-8,3676.0,3675.5,-6468.3,-6728.5,reconstructed
NO 15/9-A-15,0.0,0.0,-8283.5,1088.3,reconstructed
NO 15/9-A-15,160.0,160.0,-8283.5,1088.3,reconstructed
NO 15/9-A-15,184.8,183.0,-8283.2,1088.3,reconstructed
NO 15/9-A-15,209.7,205.9,-8282.5,1088.3,reconstructed
NO 15/9-A-15,234.5,228.5,-8281.3,1088.4,reconstructed
NO 15/9-A-15,259.3,251.0,-8279.7,1088.5,reconstructed
NO 15/9-A-15,284.2,273.3,-8277.6,1088.7,reconstructed
NO 15/9-A-15,309.0,295.3,-8275.1,1088.9,reconstructed
NO 15/9-A-15,333.8,317.2,-8272.1,1089.1,reconstructed
NO 15/9-A-15,358.7,338.9,-8268.6,1089.3,reconstructed
NO 15/9-A-15,383.5,360.4,-8264.8,1089.6,reconstructed
NO 15/9-A-15,408.3,381.7,-8260.5,1089.9,reconstructed
NO 15/9-A-15,433.2,402.8,-8255.8,1090.2,reconstructed
NO 15/9-A-15,458.0,423.8,-8250.6,1090.5,reconstructed
NO 15/9-A-15,482.8,444.6,-8245.1,1090.9,reconstructed
NO 15/9-A-15,507.7,465.2,-8239.1,1091.3,reconstructed
NO 15/9-A-15,532.5,485.6,-8232.7,1091.8,reconstructed
NO 15/9-A-15,557.3,505.8,-8226.0,1092.2,reconstructed
NO 15/9-A-15,582.2,525.9,-8218.8,1092.7,reconstructed
NO 15/9-A-15,607.0,545.8,-8211.3,1093.3,reconstructed
NO 15/9-A-15,631.8,565.6,-8203.3,1093.8,reconstructed
NO 15/9-A-15,656.7,585.1,-8195.0,1094.4,reconstructed
NO 15/9-A-15,681.5,604.6,-8186.3,1095.0,reconstructed
NO 15/9-A-15,706.3,623.8,-8177.2,1095.6,reconstructed
NO 15/9-A-15,731.2,642.9,-8167.8,1096.2,reconstructed
NO 15/9-A-15,756.0,661.9,-8158.0,1096.9,reconstructed
NO 15/9-A-15,780.8,680.7,-8147.9,1097.6,reconstructed
NO 15/9-A-15,805.7,699.3,-8137.4,1098.3,reconstructed
NO 15/9-A-15,830.5,717.8,-8126.6,1099.1,reconstructed
NO 15/9-A-15,855.3,736.2,-8115.4,1099.8,reconstructed
NO 15/9-A-15,880.2,754.4,-8103.9,1100.6,reconstructed
NO 15/9-A-15,905.0,772.4,-8092.0,1101.4,reconstructed
NO 15/9-A-15,929.8,790.4,-8079.9,1102.2,reconstructed
NO 15/9-A-15,954.6,808.1,-8067.4,1103.1,reconstructed
NO 15/9-A-15,979.5,825.8,-8054.6,1103.9,reconstructed
NO 15/9-A-15,1004.3,843.3,-8041.5,1104.8,reconstructed
NO 15/9-A-15,1029.1,860.7,-8028.1,1105.7,reconstructed
NO 15/9-A-15,1054.0,878.0,-8014.4,1106.7,reconstructed
NO 15/9-A-15,1078.8,895.1,-8000.4,1107.6,reconstructed
NO 15/9-A-15,1103.6,912.1,-7986.1,1108.6,reconstructed
NO 15/9-A-15,1128.5,929.0,-7971.6,1109.5,reconstructed
NO 15/9-A-15,1153.3,945.8,-7956.7,1110.5,reconstructed
NO 15/9-A-15,1178.1,962.5,-7941.6,1111.6,reconstructed
NO 15/9-A-15,1203.0,979.0,-7926.2,1112.6,reconstructed
NO 15/9-A-15,1227.8,995.4,-7910.6,1113.6,reconstructed
NO 15/9-A-15,1252.6,1011.8,-7894.7,1114.7,reconstructed
NO 15/9-A-15,1277.5,1028.0,-7878.5,1115.8,reconstructed
NO 15/9-A-15,1302.3,1044.1,-7862.1,1116.9,reconstructed
NO 15/9-A-15,1327.1,1060.1,-7845.5,1118.0,reconstructed
NO 15/9-A-15,1352.0,1076.0,-7828.6,1119.1,reconstructed
NO 15/9-A-15,1376.8,1091.8,-7811.5,1120.2,reconstructed
NO 15/9-A-15,1401.6,1107.5,-7794.2,1121.4,reconstructed
NO 15/9-A-15,1426.5,1123.1,-7776.6,1122.6,reconstructed
NO 15/9-A-15,1451.3,1138.6,-7758.8,1123.7,reconstructed
NO 15/9-A-15,1476.1,1154.0,-7740.8,1124.9,reconstructed
NO 15/9-A-15,1501.0,1169.4,-7722.6,1126.1,reconstructed
NO 15/9-A-15,1525.8,1184.6,-7704.2,1127.3,reconstructed
NO 15/9-A-15,1550.6,1199.8,-7685.6,1128.6,reconstructed
NO 15/9-A-15,1575.5,1214.9,-7666.8,1129.8,reconstructed
NO 15/9-A-15,1600.3,1229.9,-7647.9,1131.0,reconstructed
NO 15/9-A-15,1625.1,1244.8,-7628.7,1132.3,reconstructed
NO 15/9-A-15,1650.0,1259.7,-7609.4,1133.6,reconstructed
NO 15/9-A-15,1674.8,1274.4,-7589.9,1134.8,reconstructed
NO 15/9-A-15,1699.6,1289.1,-7570.2,1136.1,reconstructed
NO 15/9-A-15,1724.5,1303.8,-7550.4,1137.4,reconstructed
NO 15/9-A-15,1749.3,1318.4,-7530.4,1138.7,reconstructed
NO 15/9-A-15,1774.1,1332.9,-7510.3,1140.0,reconstructed
NO 15/9-A-15,1799.0,1347.3,-7490.0,1141.3,reconstructed
NO 15/9-A-15,1823.8,1361.7,-7469.6,1142.6,reconstructed
NO 15/9-A-15,1848.6,1376.0,-7449.0,1143.9,reconstructed
NO 15/9-A-15,1873.5,1390.3,-7428.3,1145.3,reconstructed
NO 15/9-A-15,1898.3,1404.5,-7407.5,1146.6,reconstructed
NO 15/9-A-15,1923.1,1418.7,-7386.6,1147.9,reconstructed
NO 15/9-A-15,1948.0,1432.8,-7365.5,1149.3,reconstructed
NO 15/9-A-15,1972.8,1446.9,-7344.4,1150.6,reconstructed
NO 15/9-A-15,1997.6,1460.9,-7323.1,1152.0,reconstructed
NO 15/9-A-15,2022.5,1474.9,-7301.7,1153.3,reconstructed
NO 15/9-A-15,2047.3,1488.9,-7280.3,1154.7,reconstructed
NO 15/9-A-15,2072.1,1502.8,-7258.7,1156.1,reconstructed
NO 15/9-A-15,2097.0,1516.7,-7237.1,1157.4,reconstructed
NO 15/9-A-15,2121.8,1530.5,-7215.4,1158.8,reconstructed
NO 15/9-A-15,2146.6,1544.3,-7193.6,1160.2,reconstructed
NO 15/9-A-15,2171.5,1558.1,-7171.7,1161.5,reconstructed
NO 15/9-A-15,2196.3,1571.9,-7149.8,1162.9,reconstructed
NO 15/9-A-15,2221.1,1585.6,-7127.8,1164.3,reconstructed
NO 15/9-A-15,2246.0,1599.3,-7105.8,1165.6,reconstructed
NO 15/9-A-15,2270.8,1613.0,-7083.7,1167.0,reconstructed
NO 15/9-A-15,2295.6,1626.7,-7061.6,1168.4,reconstructed
NO 15/9-A-15,2320.5,1640.3,-7039.4,1169.7,reconstructed
NO 15/9-A-15,2345.3,1654.0,-7017.2,1171.1,reconstructed
NO 15/9-A-15,2370.1,1667.6,-6995.0,1172.5,reconstructed
NO 15/9-A-15,2394.9,1681.3,-6972.7,1173.8,reconstructed
NO 15/9-A-15,2419.8,1694.9,-6950.5,1175.2,reconstructed
NO 15/9-A-15,2444.6,1708.5,-6928.2,1176.5,reconstructed
NO 15/9-A-15,2469.4,1722.1,-6905.9,1177.9,reconstructed
NO 15/9-A-15,2494.3,1735.7,-6883.6,1179.2,reconstructed
NO 15/9-A-15,2519.1,1749.3,-6861.3,1180.6,reconstructed
NO 15/9-A-15,2543.9,1762.9,-6839.0,1181.9,reconstructed
NO 15/9-A-15,2568.8,1776.6,-6816.7,1183.2,reconstructed
NO 15/9-A-15,2593.6,1790.2,-6794.5,1184.5,reconstructed
