# Context trajectories (TVD m below DF, NS/EW m from the package origin). STATUS: definitive = Equinor definitive survey; reconstructed = smooth path through official formation-pick coordinates
WELL,MD,TVD,NS,EW,STATUS
NO 15/9-F-1,1120.40,1113.08,71.83,-74.75,definitive
NO 15/9-F-1,1160.80,1152.65,77.04,-80.99,definitive
NO 15/9-F-1,1201.00,1192.01,82.05,-87.48,definitive
NO 15/9-F-1,1241.40,1231.51,87.31,-94.08,definitive
NO 15/9-F-1,1281.80,1270.99,92.76,-100.69,definitive
NO 15/9-F-1,1322.40,1310.79,97.93,-106.87,definitive
NO 15/9-F-1,1335.60,1323.76,99.47,-108.72,definitive
NO 15/9-F-1,1387.10,1374.65,105.33,-113.96,definitive
NO 15/9-F-1,1428.00,1415.04,111.29,-116.24,definitive
NO 15/9-F-1,1468.30,1454.57,119.06,-116.67,definitive
NO 15/9-F-1,1508.70,1493.96,127.69,-114.37,definitive
NO 15/9-F-1,1551.30,1535.20,137.25,-109.61,definitive
NO 15/9-F-1,1589.10,1571.41,146.49,-103.98,definitive
NO 15/9-F-1,1629.50,1609.60,157.51,-96.78,definitive
NO 15/9-F-1,1663.40,1641.07,168.00,-89.78,definitive
NO 15/9-F-1,1710.40,1683.64,184.53,-78.74,definitive
NO 15/9-F-1,1750.30,1718.87,199.84,-67.95,definitive
NO 15/9-F-1,1790.40,1753.70,215.80,-56.15,definitive
NO 15/9-F-1,1831.10,1788.94,232.14,-44.02,definitive
NO 15/9-F-1,1871.10,1823.57,248.20,-32.06,definitive
NO 15/9-F-1,1911.60,1858.66,264.53,-20.15,definitive
NO 15/9-F-1,1952.20,1893.89,281.04,-8.55,definitive
NO 15/9-F-1,1992.80,1929.10,297.58,3.05,definitive
NO 15/9-F-1,2027.30,1959.01,311.63,12.95,definitive
NO 15/9-F-1,2066.30,1992.82,327.56,24.09,definitive
NO 15/9-F-1,2113.70,2033.92,346.83,37.71,definitive
NO 15/9-F-1,2154.70,2069.49,363.47,49.47,definitive
NO 15/9-F-1,2194.30,2103.84,379.43,61.02,definitive
NO 15/9-F-1,2234.70,2138.89,395.33,73.28,definitive
NO 15/9-F-1,2275.10,2173.92,411.24,85.62,definitive
NO 15/9-F-1,2305.90,2200.60,423.61,94.77,definitive
NO 15/9-F-1,2396.50,2279.05,460.50,121.06,definitive
NO 15/9-F-1,2436.70,2313.82,476.92,132.76,definitive
NO 15/9-F-1,2470.80,2343.29,490.76,142.89,definitive
NO 15/9-F-1,2517.20,2383.38,509.48,156.86,definitive
NO 15/9-F-1,2557.90,2418.55,526.12,168.79,definitive
NO 15/9-F-1,2587.00,2443.70,538.26,176.95,definitive
NO 15/9-F-1,2653.20,2501.87,566.41,191.13,definitive
NO 15/9-F-1,2693.70,2538.04,583.79,196.53,definitive
NO 15/9-F-1,2733.90,2574.04,601.35,199.79,definitive
NO 15/9-F-1,2774.30,2610.23,619.28,200.22,definitive
NO 15/9-F-1,2814.80,2646.50,637.15,198.00,definitive
NO 15/9-F-1,2855.30,2682.71,654.72,193.58,definitive
NO 15/9-F-1,2895.10,2717.86,672.01,186.65,definitive
NO 15/9-F-1,2935.60,2752.95,689.69,176.87,definitive
NO 15/9-F-1,2975.90,2787.03,707.37,164.65,definitive
NO 15/9-F-1,3016.30,2820.02,725.12,149.56,definitive
NO 15/9-F-1,3056.60,2851.95,742.10,131.81,definitive
NO 15/9-F-1,3097.10,2883.15,757.90,111.42,definitive
NO 15/9-F-1,3136.90,2912.15,772.80,88.63,definitive
NO 15/9-F-1,3177.30,2939.43,788.41,63.27,definitive
NO 15/9-F-1,3217.80,2966.98,803.84,37.94,definitive
NO 15/9-F-1,3257.90,2996.44,818.00,14.74,definitive
NO 15/9-F-1,3298.50,3028.18,831.31,-6.77,definitive
NO 15/9-F-1,3338.70,3061.24,843.55,-26.07,definitive
NO 15/9-F-1,3379.00,3095.93,854.70,-43.26,definitive
NO 15/9-F-1,3419.20,3132.06,864.31,-57.98,definitive
NO 15/9-F-1,3459.70,3169.52,872.71,-70.87,definitive
NO 15/9-F-1,3499.90,3207.03,880.42,-83.08,definitive
NO 15/9-F-1,3540.50,3244.93,888.07,-95.48,definitive
NO 15/9-F-1,3580.50,3282.28,895.59,-107.64,definitive
NO 15/9-F-1,3620.30,3319.47,903.16,-119.64,definitive
NO 15/9-F-1,3632.00,3330.40,905.39,-123.16,definitive
NO 15/9-F-1 A,145.90,145.90,3.14,-3.54,definitive
NO 15/9-F-1 A,150.15,150.15,3.14,-3.54,definitive
NO 15/9-F-1 A,160.45,160.45,3.14,-3.54,definitive
NO 15/9-F-1 A,170.04,170.04,3.14,-3.54,definitive
NO 15/9-F-1 A,179.79,179.79,3.14,-3.54,definitive
NO 15/9-F-1 A,189.74,189.74,3.14,-3.54,definitive
NO 15/9-F-1 A,198.50,198.50,3.14,-3.54,definitive
NO 15/9-F-1 A,210.70,210.70,3.14,-3.54,definitive
NO 15/9-F-1 A,237.60,237.60,3.37,-3.91,definitive
NO 15/9-F-1 A,251.10,251.09,3.61,-4.28,definitive
NO 15/9-F-1 A,264.90,264.88,3.92,-4.71,definitive
NO 15/9-F-1 A,279.20,279.17,4.25,-5.16,definitive
NO 15/9-F-1 A,292.70,292.66,4.51,-5.53,definitive
NO 15/9-F-1 A,302.80,302.76,4.69,-5.71,definitive
NO 15/9-F-1 A,315.50,315.45,4.94,-5.84,definitive
NO 15/9-F-1 A,332.20,332.14,5.36,-6.18,definitive
NO 15/9-F-1 A,342.20,342.13,5.63,-6.54,definitive
NO 15/9-F-1 A,358.50,358.41,6.02,-7.31,definitive
NO 15/9-F-1 A,378.00,377.88,6.49,-8.29,definitive
NO 15/9-F-1 A,414.80,414.62,7.39,-10.12,definitive
NO 15/9-F-1 A,455.40,455.16,8.28,-12.19,definitive
NO 15/9-F-1 A,495.40,495.11,9.04,-14.11,definitive
NO 15/9-F-1 A,535.60,535.26,9.76,-15.94,definitive
NO 15/9-F-1 A,575.80,575.41,10.46,-17.86,definitive
NO 15/9-F-1 A,616.50,616.03,11.60,-20.05,definitive
NO 15/9-F-1 A,656.80,656.17,14.01,-22.65,definitive
NO 15/9-F-1 A,697.10,696.15,17.96,-25.76,definitive
NO 15/9-F-1 A,720.00,718.78,20.80,-27.87,definitive
NO 15/9-F-1 A,737.40,735.91,23.20,-29.78,definitive
NO 15/9-F-1 A,756.80,754.98,25.94,-32.03,definitive
NO 15/9-F-1 A,798.90,796.42,31.64,-36.76,definitive
NO 15/9-F-1 A,838.30,835.23,36.71,-41.31,definitive
NO 15/9-F-1 A,868.00,864.42,40.40,-45.32,definitive
NO 15/9-F-1 A,878.20,874.43,41.67,-46.84,definitive
NO 15/9-F-1 A,918.00,913.50,46.84,-52.38,definitive
NO 15/9-F-1 A,999.00,993.32,57.01,-61.65,definitive
NO 15/9-F-1 A,1079.80,1073.13,66.68,-69.74,definitive
NO 15/9-F-1 A,1120.40,1113.08,71.83,-74.75,definitive
NO 15/9-F-1 A,1160.80,1152.65,77.04,-80.99,definitive
NO 15/9-F-1 A,1201.00,1192.01,82.05,-87.48,definitive
NO 15/9-F-1 A,1241.40,1231.51,87.31,-94.08,definitive
NO 15/9-F-1 A,1281.80,1270.99,92.76,-100.69,definitive
NO 15/9-F-1 A,1322.40,1310.79,97.93,-106.87,definitive
NO 15/9-F-1 A,1335.60,1323.76,99.47,-108.72,definitive
NO 15/9-F-1 A,1387.10,1374.65,105.33,-113.96,definitive
NO 15/9-F-1 A,1428.00,1415.04,111.29,-116.24,definitive
NO 15/9-F-1 A,1468.30,1454.57,119.06,-116.67,definitive
NO 15/9-F-1 A,1508.70,1493.96,127.69,-114.37,definitive
NO 15/9-F-1 A,1551.30,1535.20,137.25,-109.61,definitive
NO 15/9-F-1 A,1589.10,1571.41,146.49,-103.98,definitive
NO 15/9-F-1 A,1629.50,1609.60,157.51,-96.78,definitive
NO 15/9-F-1 A,1663.40,1641.07,168.00,-89.78,definitive
NO 15/9-F-1 A,1710.40,1683.64,184.53,-78.74,definitive
NO 15/9-F-1 A,1750.30,1718.87,199.84,-67.95,definitive
NO 15/9-F-1 A,1790.40,1753.70,215.80,-56.15,definitive
NO 15/9-F-1 A,1831.10,1788.94,232.14,-44.02,definitive
NO 15/9-F-1 A,1871.10,1823.57,248.20,-32.06,definitive
NO 15/9-F-1 A,1911.60,1858.66,264.53,-20.15,definitive
NO 15/9-F-1 A,1952.20,1893.89,281.04,-8.55,definitive
NO 15/9-F-1 A,1992.80,1929.10,297.58,3.05,definitive
NO 15/9-F-1 A,2027.30,1959.01,311.63,12.95,definitive
NO 15/9-F-1 A,2066.30,1992.82,327.56,24.09,definitive
NO 15/9-F-1 A,2113.70,2033.92,346.83,37.71,definitive
NO 15/9-F-1 A,2154.70,2069.49,363.47,49.47,definitive
NO 15/9-F-1 A,2194.30,2103.84,379.43,61.02,definitive
NO 15/9-F-1 A,2234.70,2138.89,395.33,73.28,definitive
NO 15/9-F-1 A,2275.10,2173.92,411.24,85.62,definitive
NO 15/9-F-1 A,2305.90,2200.60,423.61,94.77,definitive
NO 15/9-F-1 A,2396.50,2279.05,460.50,121.06,definitive
NO 15/9-F-1 A,2436.70,2313.82,476.92,132.76,definitive
NO 15/9-F-1 A,2470.80,2343.29,490.76,142.89,definitive
NO 15/9-F-1 A,2517.20,2383.38,509.48,156.86,definitive
NO 15/9-F-1 A,2557.90,2418.55,526.12,168.79,definitive
NO 15/9-F-1 A,2587.00,2443.70,538.26,176.95,definitive
NO 15/9-F-1 A,2621.10,2473.23,553.14,185.26,definitive
NO 15/9-F-1 A,2647.40,2496.17,565.03,190.11,definitive
NO 15/9-F-1 A,2688.10,2532.15,583.37,195.05,definitive
NO 15/9-F-1 A,2727.50,2567.26,601.10,197.28,definitive
NO 15/9-F-1 A,2768.60,2603.94,619.60,196.77,definitive
NO 15/9-F-1 A,2809.10,2639.89,637.86,193.11,definitive
NO 15/9-F-1 A,2849.40,2675.10,656.07,185.95,definitive
NO 15/9-F-1 A,2889.60,2709.52,673.56,174.83,definitive
NO 15/9-F-1 A,2930.40,2743.57,690.47,160.06,definitive
NO 15/9-F-1 A,2970.70,2775.93,706.92,142.59,definitive
NO 15/9-F-1 A,3010.90,2806.56,723.03,122.18,definitive
NO 15/9-F-1 A,3051.00,2835.56,738.09,98.96,definitive
NO 15/9-F-1 A,3091.40,2863.29,751.91,73.07,definitive
NO 15/9-F-1 A,3130.50,2887.98,764.75,45.64,definitive
NO 15/9-F-1 A,3171.20,2911.05,777.12,14.50,definitive
NO 15/9-F-1 A,3212.10,2931.63,787.59,-19.22,definitive
NO 15/9-F-1 A,3251.60,2949.80,795.67,-53.33,definitive
NO 15/9-F-1 A,3292.00,2969.53,802.59,-87.87,definitive
NO 15/9-F-1 A,3333.10,2992.70,809.68,-121.04,definitive
NO 15/9-F-1 A,3373.40,3018.61,817.67,-150.81,definitive
NO 15/9-F-1 A,3413.80,3046.88,825.73,-178.51,definitive
NO 15/9-F-1 A,3454.10,3075.90,832.63,-205.59,definitive
NO 15/9-F-1 A,3494.30,3104.89,839.04,-232.68,definitive
NO 15/9-F-1 A,3534.60,3133.83,845.39,-259.99,definitive
NO 15/9-F-1 A,3574.30,3162.33,851.73,-286.88,definitive
NO 15/9-F-1 A,3615.20,3191.70,858.49,-314.51,definitive
NO 15/9-F-1 A,3655.40,3220.59,865.52,-341.56,definitive
NO 15/9-F-1 A,3671.10,3231.87,868.39,-352.09,definitive
NO 15/9-F-1 A,3682.00,3239.71,870.41,-359.40,definitive
NO 15/9-F-1 B,145.90,145.90,3.14,-3.54,definitive
NO 15/9-F-1 B,150.15,150.15,3.14,-3.54,definitive
NO 15/9-F-1 B,160.45,160.45,3.14,-3.54,definitive
NO 15/9-F-1 B,170.04,170.04,3.14,-3.54,definitive
NO 15/9-F-1 B,179.79,179.79,3.14,-3.54,definitive
NO 15/9-F-1 B,189.74,189.74,3.14,-3.54,definitive
NO 15/9-F-1 B,198.50,198.50,3.14,-3.54,definitive
NO 15/9-F-1 B,210.70,210.70,3.14,-3.54,definitive
NO 15/9-F-1 B,237.60,237.60,3.37,-3.91,definitive
NO 15/9-F-1 B,251.10,251.09,3.61,-4.28,definitive
NO 15/9-F-1 B,264.90,264.88,3.92,-4.71,definitive
NO 15/9-F-1 B,279.20,279.17,4.25,-5.16,definitive
NO 15/9-F-1 B,292.70,292.66,4.51,-5.53,definitive
NO 15/9-F-1 B,302.80,302.76,4.69,-5.71,definitive
NO 15/9-F-1 B,315.50,315.45,4.94,-5.84,definitive
NO 15/9-F-1 B,332.20,332.14,5.36,-6.18,definitive
NO 15/9-F-1 B,342.20,342.13,5.63,-6.54,definitive
NO 15/9-F-1 B,358.50,358.41,6.02,-7.31,definitive
NO 15/9-F-1 B,378.00,377.88,6.49,-8.29,definitive
NO 15/9-F-1 B,414.80,414.62,7.39,-10.12,definitive
NO 15/9-F-1 B,455.40,455.16,8.28,-12.19,definitive
NO 15/9-F-1 B,495.40,495.11,9.04,-14.11,definitive
NO 15/9-F-1 B,535.60,535.26,9.76,-15.94,definitive
NO 15/9-F-1 B,575.80,575.41,10.46,-17.86,definitive
NO 15/9-F-1 B,616.50,616.03,11.60,-20.05,definitive
NO 15/9-F-1 B,656.80,656.17,14.01,-22.65,definitive
NO 15/9-F-1 B,697.10,696.15,17.96,-25.76,definitive
NO 15/9-F-1 B,720.00,718.78,20.80,-27.87,definitive
NO 15/9-F-1 B,737.40,735.91,23.20,-29.78,definitive
NO 15/9-F-1 B,756.80,754.98,25.94,-32.03,definitive
NO 15/9-F-1 B,798.90,796.42,31.64,-36.76,definitive
NO 15/9-F-1 B,838.30,835.23,36.71,-41.31,definitive
NO 15/9-F-1 B,868.00,864.42,40.40,-45.32,definitive
NO 15/9-F-1 B,878.20,874.43,41.67,-46.84,definitive
NO 15/9-F-1 B,918.00,913.50,46.84,-52.38,definitive
NO 15/9-F-1 B,999.00,993.32,57.01,-61.65,definitive
NO 15/9-F-1 B,1079.80,1073.13,66.68,-69.74,definitive
NO 15/9-F-1 B,1120.40,1113.08,71.83,-74.75,definitive
NO 15/9-F-1 B,1160.80,1152.65,77.04,-80.99,definitive
NO 15/9-F-1 B,1201.00,1192.01,82.05,-87.48,definitive
NO 15/9-F-1 B,1241.40,1231.51,87.31,-94.08,definitive
NO 15/9-F-1 B,1281.80,1270.99,92.76,-100.69,definitive
NO 15/9-F-1 B,1322.40,1310.79,97.93,-106.87,definitive
NO 15/9-F-1 B,1335.60,1323.76,99.47,-108.72,definitive
NO 15/9-F-1 B,1387.10,1374.65,105.33,-113.96,definitive
NO 15/9-F-1 B,1428.00,1415.04,111.29,-116.24,definitive
NO 15/9-F-1 B,1468.30,1454.57,119.06,-116.67,definitive
NO 15/9-F-1 B,1508.70,1493.96,127.69,-114.37,definitive
NO 15/9-F-1 B,1551.30,1535.20,137.25,-109.61,definitive
NO 15/9-F-1 B,1589.10,1571.41,146.49,-103.98,definitive
NO 15/9-F-1 B,1629.50,1609.60,157.51,-96.78,definitive
NO 15/9-F-1 B,1663.40,1641.07,168.00,-89.78,definitive
NO 15/9-F-1 B,1710.40,1683.64,184.53,-78.74,definitive
NO 15/9-F-1 B,1750.30,1718.87,199.84,-67.95,definitive
NO 15/9-F-1 B,1790.40,1753.70,215.80,-56.15,definitive
NO 15/9-F-1 B,1831.10,1788.94,232.14,-44.02,definitive
NO 15/9-F-1 B,1871.10,1823.57,248.20,-32.06,definitive
NO 15/9-F-1 B,1911.60,1858.66,264.53,-20.15,definitive
NO 15/9-F-1 B,1952.20,1893.89,281.04,-8.55,definitive
NO 15/9-F-1 B,1992.80,1929.10,297.58,3.05,definitive
NO 15/9-F-1 B,2027.30,1959.01,311.63,12.95,definitive
NO 15/9-F-1 B,2066.30,1992.82,327.56,24.09,definitive
NO 15/9-F-1 B,2113.70,2033.92,346.83,37.71,definitive
NO 15/9-F-1 B,2154.70,2069.49,363.47,49.47,definitive
NO 15/9-F-1 B,2194.30,2103.84,379.43,61.02,definitive
NO 15/9-F-1 B,2234.70,2138.89,395.33,73.28,definitive
NO 15/9-F-1 B,2275.10,2173.92,411.24,85.62,definitive
NO 15/9-F-1 B,2305.90,2200.60,423.61,94.77,definitive
NO 15/9-F-1 B,2396.50,2279.05,460.50,121.06,definitive
NO 15/9-F-1 B,2436.70,2313.82,476.92,132.76,definitive
NO 15/9-F-1 B,2470.80,2343.29,490.76,142.89,definitive
NO 15/9-F-1 B,2517.20,2383.38,509.48,156.86,definitive
NO 15/9-F-1 B,2557.90,2418.55,526.12,168.79,definitive
NO 15/9-F-1 B,2587.00,2443.70,538.26,176.95,definitive
NO 15/9-F-1 B,2620.50,2472.84,551.93,186.22,definitive
NO 15/9-F-1 B,2644.10,2493.62,560.90,192.91,definitive
NO 15/9-F-1 B,2684.70,2529.82,574.73,205.00,definitive
NO 15/9-F-1 B,2725.10,2566.11,586.64,218.14,definitive
NO 15/9-F-1 B,2764.90,2601.85,597.23,232.06,definitive
NO 15/9-F-1 B,2805.70,2638.53,608.03,246.29,definitive
NO 15/9-F-1 B,2845.80,2674.63,618.61,260.17,definitive
NO 15/9-F-1 B,2886.60,2711.39,628.54,274.81,definitive
NO 15/9-F-1 B,2926.70,2747.52,637.73,289.59,definitive
NO 15/9-F-1 B,2967.10,2783.92,647.31,304.24,definitive
NO 15/9-F-1 B,3007.70,2820.52,657.77,318.35,definitive
NO 15/9-F-1 B,3047.90,2856.83,668.52,331.83,definitive
NO 15/9-F-1 B,3073.60,2880.12,675.21,340.40,definitive
NO 15/9-F-1 B,3131.10,2933.10,688.73,358.14,definitive
NO 15/9-F-1 B,3171.20,2970.71,697.71,368.76,definitive
NO 15/9-F-1 B,3211.50,3009.03,706.63,377.41,definitive
NO 15/9-F-1 B,3252.10,3048.33,714.12,384.31,definitive
NO 15/9-F-1 B,3292.20,3087.73,719.03,389.80,definitive
NO 15/9-F-1 B,3332.30,3127.57,721.62,393.47,definitive
NO 15/9-F-1 B,3372.80,3167.95,723.41,396.02,definitive
NO 15/9-F-1 B,3413.20,3208.24,725.17,398.50,definitive
NO 15/9-F-1 B,3453.80,3248.72,726.79,401.09,definitive
NO 15/9-F-1 B,3465.00,3259.89,727.22,401.82,definitive
NO 15/9-F-10,145.90,145.90,-3.94,2.22,definitive
NO 15/9-F-10,150.00,150.00,-3.94,2.22,definitive
NO 15/9-F-10,160.00,160.00,-3.93,2.22,definitive
NO 15/9-F-10,170.00,170.00,-3.92,2.22,definitive
NO 15/9-F-10,180.00,180.00,-3.92,2.23,definitive
NO 15/9-F-10,190.00,190.00,-3.91,2.23,definitive
NO 15/9-F-10,200.00,200.00,-3.91,2.24,definitive
NO 15/9-F-10,210.00,210.00,-3.90,2.24,definitive
NO 15/9-F-10,220.00,220.00,-3.90,2.26,definitive
NO 15/9-F-10,230.00,230.00,-3.91,2.29,definitive
NO 15/9-F-10,240.00,240.00,-3.93,2.32,definitive
NO 15/9-F-10,250.00,250.00,-3.95,2.36,definitive
NO 15/9-F-10,260.00,260.00,-3.99,2.40,definitive
NO 15/9-F-10,270.00,270.00,-4.02,2.44,definitive
NO 15/9-F-10,280.00,280.00,-4.05,2.48,definitive
NO 15/9-F-10,290.00,290.00,-4.09,2.52,definitive
NO 15/9-F-10,300.00,300.00,-4.13,2.57,definitive
NO 15/9-F-10,310.00,310.00,-4.18,2.64,definitive
NO 15/9-F-10,320.00,320.00,-4.24,2.75,definitive
NO 15/9-F-10,330.00,330.00,-4.33,2.90,definitive
NO 15/9-F-10,340.00,339.99,-4.43,3.11,definitive
NO 15/9-F-10,350.00,349.99,-4.57,3.40,definitive
NO 15/9-F-10,360.00,359.98,-4.75,3.77,definitive
NO 15/9-F-10,370.00,369.97,-4.98,4.20,definitive
NO 15/9-F-10,380.00,379.95,-5.25,4.68,definitive
NO 15/9-F-10,390.00,389.93,-5.54,5.27,definitive
NO 15/9-F-10,400.00,399.90,-5.86,5.93,definitive
NO 15/9-F-10,410.00,409.87,-6.19,6.62,definitive
NO 15/9-F-10,420.00,419.84,-6.55,7.35,definitive
NO 15/9-F-10,430.00,429.81,-6.92,8.12,definitive
NO 15/9-F-10,440.00,439.77,-7.30,8.91,definitive
NO 15/9-F-10,450.00,449.73,-7.69,9.73,definitive
NO 15/9-F-10,460.00,459.68,-8.10,10.61,definitive
NO 15/9-F-10,470.00,469.62,-8.54,11.55,definitive
NO 15/9-F-10,480.00,479.57,-8.99,12.52,definitive
NO 15/9-F-10,490.00,489.50,-9.45,13.55,definitive
NO 15/9-F-10,500.00,499.43,-9.93,14.63,definitive
NO 15/9-F-10,510.00,509.36,-10.43,15.75,definitive
NO 15/9-F-10,520.00,519.28,-10.94,16.91,definitive
NO 15/9-F-10,530.00,529.19,-11.48,18.11,definitive
NO 15/9-F-10,540.00,539.09,-12.06,19.40,definitive
NO 15/9-F-10,550.00,548.98,-12.69,20.76,definitive
NO 15/9-F-10,560.00,558.85,-13.34,22.19,definitive
NO 15/9-F-10,570.00,568.71,-14.04,23.69,definitive
NO 15/9-F-10,580.00,578.56,-14.77,25.25,definitive
NO 15/9-F-10,590.00,588.40,-15.54,26.88,definitive
NO 15/9-F-10,600.00,598.22,-16.34,28.60,definitive
NO 15/9-F-10,610.00,608.01,-17.20,30.41,definitive
NO 15/9-F-10,620.00,617.80,-18.10,32.29,definitive
NO 15/9-F-10,630.00,627.57,-19.02,34.20,definitive
NO 15/9-F-10,640.00,637.33,-19.99,36.15,definitive
NO 15/9-F-10,650.00,647.07,-21.01,38.14,definitive
NO 15/9-F-10,660.00,656.81,-22.07,40.16,definitive
NO 15/9-F-10,670.00,666.54,-23.17,42.20,definitive
NO 15/9-F-10,680.00,676.26,-24.32,44.25,definitive
NO 15/9-F-10,690.00,685.97,-25.53,46.30,definitive
NO 15/9-F-10,700.00,695.67,-26.80,48.35,definitive
NO 15/9-F-10,710.00,705.37,-28.12,50.40,definitive
NO 15/9-F-10,720.00,715.06,-29.49,52.46,definitive
NO 15/9-F-10,730.00,724.74,-30.94,54.52,definitive
NO 15/9-F-10,740.00,734.40,-32.45,56.59,definitive
NO 15/9-F-10,750.00,744.06,-34.01,58.68,definitive
NO 15/9-F-10,760.00,753.69,-35.65,60.81,definitive
NO 15/9-F-10,770.00,763.30,-37.36,62.98,definitive
NO 15/9-F-10,780.00,772.88,-39.14,65.21,definitive
NO 15/9-F-10,790.00,782.44,-40.99,67.51,definitive
NO 15/9-F-10,800.00,791.95,-42.93,69.91,definitive
NO 15/9-F-10,810.00,801.42,-44.94,72.42,definitive
NO 15/9-F-10,820.00,810.85,-47.01,75.01,definitive
NO 15/9-F-10,830.00,820.26,-49.11,77.68,definitive
NO 15/9-F-10,840.00,829.63,-51.24,80.42,definitive
NO 15/9-F-10,850.00,838.98,-53.39,83.25,definitive
NO 15/9-F-10,860.00,848.30,-55.55,86.16,definitive
NO 15/9-F-10,870.00,857.60,-57.69,89.14,definitive
NO 15/9-F-10,880.00,866.90,-59.81,92.16,definitive
NO 15/9-F-10,890.00,876.19,-61.90,95.21,definitive
NO 15/9-F-10,900.00,885.49,-63.96,98.24,definitive
NO 15/9-F-10,910.00,894.84,-65.94,101.19,definitive
NO 15/9-F-10,920.00,904.23,-67.83,104.06,definitive
NO 15/9-F-10,930.00,913.65,-69.67,106.86,definitive
NO 15/9-F-10,940.00,923.10,-71.47,109.61,definitive
NO 15/9-F-10,950.00,932.56,-73.22,112.34,definitive
NO 15/9-F-10,960.00,942.02,-74.92,115.07,definitive
NO 15/9-F-10,970.00,951.49,-76.58,117.83,definitive
NO 15/9-F-10,980.00,960.96,-78.19,120.62,definitive
NO 15/9-F-10,990.00,970.42,-79.75,123.44,definitive
NO 15/9-F-10,1000.00,979.88,-81.28,126.30,definitive
NO 15/9-F-10,1010.00,989.34,-82.77,129.18,definitive
NO 15/9-F-10,1020.00,998.79,-84.24,132.10,definitive
NO 15/9-F-10,1030.00,1008.23,-85.67,135.06,definitive
NO 15/9-F-10,1040.00,1017.65,-87.06,138.12,definitive
NO 15/9-F-10,1050.00,1027.05,-88.42,141.25,definitive
NO 15/9-F-10,1060.00,1036.43,-89.79,144.44,definitive
NO 15/9-F-10,1070.00,1045.79,-91.18,147.66,definitive
NO 15/9-F-10,1080.00,1055.15,-92.58,150.89,definitive
NO 15/9-F-10,1090.00,1064.50,-94.04,154.13,definitive
NO 15/9-F-10,1100.00,1073.83,-95.60,157.38,definitive
NO 15/9-F-10,1110.00,1083.13,-97.32,160.62,definitive
NO 15/9-F-10,1120.00,1092.39,-99.22,163.87,definitive
NO 15/9-F-10,1130.00,1101.62,-101.27,167.14,definitive
NO 15/9-F-10,1140.00,1110.81,-103.42,170.43,definitive
NO 15/9-F-10,1150.00,1119.96,-105.66,173.80,definitive
NO 15/9-F-10,1160.00,1129.05,-107.97,177.26,definitive
NO 15/9-F-10,1170.00,1138.08,-110.33,180.83,definitive
NO 15/9-F-10,1180.00,1147.07,-112.71,184.51,definitive
NO 15/9-F-10,1190.00,1156.02,-115.09,188.29,definitive
NO 15/9-F-10,1200.00,1164.92,-117.46,192.18,definitive
NO 15/9-F-10,1210.00,1173.78,-119.83,196.16,definitive
NO 15/9-F-10,1220.00,1182.60,-122.19,200.23,definitive
NO 15/9-F-10,1230.00,1191.37,-124.58,204.40,definitive
NO 15/9-F-10,1240.00,1200.09,-127.00,208.66,definitive
NO 15/9-F-10,1250.00,1208.75,-129.46,213.01,definitive
NO 15/9-F-10,1260.00,1217.37,-131.95,217.43,definitive
NO 15/9-F-10,1270.00,1225.96,-134.46,221.89,definitive
NO 15/9-F-10,1280.00,1234.56,-136.96,226.34,definitive
NO 15/9-F-10,1290.00,1243.18,-139.43,230.75,definitive
NO 15/9-F-10,1300.00,1251.86,-141.88,235.08,definitive
NO 15/9-F-10,1310.00,1260.58,-144.28,239.33,definitive
NO 15/9-F-10,1320.00,1269.34,-146.67,243.53,definitive
NO 15/9-F-10,1330.00,1278.11,-149.05,247.69,definitive
NO 15/9-F-10,1340.00,1286.93,-151.42,251.78,definitive
NO 15/9-F-10,1350.00,1295.79,-153.73,255.78,definitive
NO 15/9-F-10,1360.00,1304.68,-156.01,259.75,definitive
NO 15/9-F-10,1370.00,1313.58,-158.29,263.71,definitive
NO 15/9-F-10,1380.00,1322.46,-160.57,267.69,definitive
NO 15/9-F-10,1390.00,1331.33,-162.84,271.71,definitive
NO 15/9-F-10,1400.00,1340.18,-165.13,275.77,definitive
NO 15/9-F-10,1410.00,1349.00,-167.44,279.86,definitive
NO 15/9-F-10,1420.00,1357.82,-169.75,283.98,definitive
NO 15/9-F-10,1430.00,1366.64,-172.05,288.09,definitive
NO 15/9-F-10,1440.00,1375.48,-174.32,292.17,definitive
NO 15/9-F-10,1450.00,1384.34,-176.58,296.22,definitive
NO 15/9-F-10,1460.00,1393.21,-178.82,300.24,definitive
NO 15/9-F-10,1470.00,1402.10,-181.05,304.26,definitive
NO 15/9-F-10,1480.00,1410.99,-183.26,308.26,definitive
NO 15/9-F-10,1490.00,1419.89,-185.46,312.26,definitive
NO 15/9-F-10,1500.00,1428.80,-187.63,316.24,definitive
NO 15/9-F-10,1510.00,1437.72,-189.79,320.21,definitive
NO 15/9-F-10,1520.00,1446.64,-191.92,324.19,definitive
NO 15/9-F-10,1530.00,1455.57,-194.03,328.16,definitive
NO 15/9-F-10,1540.00,1464.52,-196.13,332.11,definitive
NO 15/9-F-10,1550.00,1473.46,-198.21,336.06,definitive
NO 15/9-F-10,1560.00,1482.41,-200.28,340.01,definitive
NO 15/9-F-10,1570.00,1491.37,-202.33,343.94,definitive
NO 15/9-F-10,1580.00,1500.34,-204.37,347.87,definitive
NO 15/9-F-10,1590.00,1509.32,-206.40,351.78,definitive
