# RECONSTRUCTED: 15/9-F-11 A definitive survey to 2585 m MD sidetrack point; below, a smooth path through the official Volve formation-pick coordinates (MD/TVD/E/N) of 15/9-F-11 B
MD,INC,AZI,TVD,NS,EW
3824.38,87.872,117.093,2926.20,-191.94,681.43
3829.33,88.102,116.762,2926.37,-194.18,685.85
3834.29,88.232,116.449,2926.53,-196.40,690.28
3839.25,88.261,116.155,2926.68,-198.60,694.72
3844.21,88.190,115.878,2926.84,-200.77,699.18
3849.17,88.019,115.620,2927.00,-202.93,703.64
3854.12,87.747,115.379,2927.18,-205.06,708.11
3859.08,87.375,115.156,2927.39,-207.17,712.59
3864.04,86.902,114.951,2927.64,-209.27,717.08
3869.00,86.330,114.763,2927.93,-211.35,721.57
3874.00,85.663,114.118,2928.28,-213.41,726.09
3879.00,85.113,113.510,2928.68,-215.41,730.64
3884.00,84.680,112.939,2929.12,-217.37,735.20
3889.00,84.363,112.405,2929.60,-219.28,739.78
3894.00,84.162,111.910,2930.10,-221.15,744.37
3897.00,83.193,110.334,2930.43,-222.22,747.16
3900.00,83.013,110.088,2930.80,-223.25,749.97
3904.86,83.005,110.160,2931.39,-224.91,754.49
3909.71,82.953,110.120,2931.98,-226.56,759.00
3914.57,82.856,109.967,2932.58,-228.21,763.52
3919.43,82.716,109.702,2933.19,-229.85,768.05
3924.29,82.532,109.325,2933.81,-231.45,772.58
3929.14,82.305,108.834,2934.45,-233.02,777.12
3934.00,82.034,108.231,2935.11,-234.55,781.67
3938.00,82.142,108.045,2935.66,-235.79,785.45
3942.00,81.723,107.247,2936.22,-237.00,789.24
3946.00,80.778,105.830,2936.83,-238.14,793.05
3950.00,79.314,103.780,2937.52,-239.15,796.87
3954.94,79.045,103.768,2938.45,-240.30,801.57
3959.88,78.790,103.739,2939.39,-241.45,806.27
3964.81,78.549,103.692,2940.36,-242.60,810.96
3969.75,78.322,103.626,2941.35,-243.74,815.66
3974.69,78.110,103.543,2942.36,-244.87,820.35
3979.62,77.911,103.442,2943.38,-246.00,825.05
3984.56,77.726,103.324,2944.42,-247.12,829.74
3989.50,77.555,103.187,2945.48,-248.22,834.44
3994.44,77.398,103.032,2946.55,-249.32,839.13
3999.38,77.255,102.859,2947.64,-250.40,843.83
4004.31,77.126,102.669,2948.73,-251.46,848.52
4009.25,77.011,102.460,2949.84,-252.51,853.22
4014.19,76.910,102.233,2950.95,-253.54,857.92
4019.12,76.823,101.988,2952.07,-254.55,862.62
4024.06,76.750,101.725,2953.20,-255.53,867.32
4029.00,76.691,101.444,2954.33,-256.50,872.03
4033.94,76.647,101.145,2955.47,-257.44,876.74
4038.88,76.617,100.828,2956.61,-258.35,881.45
4043.81,76.601,100.492,2957.76,-259.24,886.17
4048.75,76.599,100.139,2958.90,-260.10,890.89
4053.69,76.612,99.767,2960.04,-260.93,895.61
4058.62,76.640,99.378,2961.18,-261.73,900.34
4063.56,76.682,98.970,2962.32,-262.49,905.08
4068.50,76.739,98.545,2963.45,-263.22,909.82
4073.44,76.811,98.102,2964.58,-263.92,914.56
4078.38,76.898,97.641,2965.70,-264.57,919.32
4083.31,77.000,97.163,2966.81,-265.19,924.07
4088.25,77.117,96.667,2967.92,-265.77,928.84
4093.19,77.250,96.153,2969.01,-266.31,933.61
4098.12,77.398,95.623,2970.09,-266.80,938.39
4103.06,77.561,95.075,2971.16,-267.25,943.18
4108.00,77.739,94.511,2972.21,-267.65,947.97
4112.93,77.882,94.234,2973.25,-268.02,952.75
4117.85,78.018,93.960,2974.27,-268.36,957.53
4122.78,78.148,93.689,2975.28,-268.68,962.32
4127.70,78.270,93.421,2976.28,-268.98,967.11
4132.63,78.386,93.156,2977.28,-269.25,971.91
4137.56,78.494,92.894,2978.26,-269.50,976.71
4142.48,78.596,92.635,2979.23,-269.74,981.51
4147.41,78.691,92.380,2980.20,-269.95,986.32
4152.33,78.779,92.127,2981.16,-270.14,991.13
4157.26,78.861,91.877,2982.11,-270.30,995.94
4162.19,78.935,91.630,2983.06,-270.45,1000.75
4167.11,79.003,91.386,2983.99,-270.58,1005.57
4172.04,79.063,91.145,2984.93,-270.69,1010.39
4176.96,79.117,90.907,2985.86,-270.77,1015.21
4181.89,79.164,90.671,2986.78,-270.84,1020.04
4186.81,79.204,90.438,2987.71,-270.88,1024.86
4191.74,79.238,90.208,2988.62,-270.91,1029.69
4196.67,79.264,89.981,2989.54,-270.92,1034.51
4201.59,79.283,89.757,2990.45,-270.91,1039.34
4206.52,79.296,89.535,2991.37,-270.88,1044.17
4211.44,79.301,89.316,2992.28,-270.83,1049.00
4216.37,79.300,89.099,2993.19,-270.76,1053.83
4221.30,79.292,88.885,2994.11,-270.68,1058.66
4226.22,79.277,88.674,2995.02,-270.58,1063.49
4231.15,79.255,88.465,2995.94,-270.46,1068.31
4236.07,79.226,88.259,2996.85,-270.32,1073.14
4241.00,79.190,88.055,2997.77,-270.16,1077.97
4245.93,79.147,87.854,2998.70,-269.99,1082.79
4250.85,79.097,87.655,2999.63,-269.80,1087.62
4255.78,79.041,87.458,3000.56,-269.59,1092.44
4260.70,78.977,87.264,3001.49,-269.37,1097.26
4265.63,78.907,87.073,3002.44,-269.13,1102.08
4270.56,78.829,86.884,3003.39,-268.88,1106.90
4275.48,78.745,86.697,3004.34,-268.61,1111.71
4280.41,78.653,86.513,3005.31,-268.32,1116.53
4285.33,78.555,86.331,3006.28,-268.02,1121.34
4290.26,78.449,86.151,3007.26,-267.71,1126.14
4295.19,78.337,85.973,3008.25,-267.38,1130.95
4300.11,78.217,85.798,3009.24,-267.03,1135.74
4305.04,78.091,85.625,3010.25,-266.67,1140.54
4309.96,77.957,85.454,3011.27,-266.30,1145.33
4314.89,77.816,85.286,3012.30,-265.91,1150.12
4319.81,77.669,85.119,3013.35,-265.51,1154.90
4324.74,77.514,84.955,3014.40,-265.09,1159.68
4329.67,77.352,84.793,3015.47,-264.67,1164.46
4334.59,77.183,84.633,3016.55,-264.22,1169.23
4339.52,77.007,84.475,3017.65,-263.77,1173.99
4344.44,76.824,84.320,3018.76,-263.30,1178.75
4349.37,76.634,84.166,3019.89,-262.82,1183.50
4354.30,76.436,84.015,3021.03,-262.33,1188.25
4359.22,76.232,83.865,3022.19,-261.83,1192.99
4364.15,76.020,83.718,3023.36,-261.31,1197.72
4369.07,75.801,83.573,3024.56,-260.79,1202.45
4374.00,75.575,83.429,3025.77,-260.25,1207.17
4378.33,74.727,80.706,3026.88,-259.67,1211.31
4382.67,73.872,78.666,3028.05,-258.92,1215.40
4387.00,72.992,77.317,3029.28,-258.05,1219.46
4391.33,72.073,76.663,3030.58,-257.12,1223.49
4395.67,71.105,76.711,3031.95,-256.17,1227.49
4400.00,70.086,77.474,3033.39,-255.25,1231.47
4404.91,70.423,77.545,3035.05,-254.25,1235.98
4409.82,70.629,77.582,3036.69,-253.25,1240.51
4414.74,70.705,77.584,3038.32,-252.25,1245.06
4419.65,70.653,77.552,3039.95,-251.25,1249.60
4424.56,70.472,77.486,3041.59,-250.24,1254.15
4429.47,70.161,77.385,3043.25,-249.23,1258.68
4434.38,69.722,77.248,3044.94,-248.22,1263.20
4439.29,69.153,77.076,3046.68,-247.19,1267.71
4444.21,68.453,76.866,3048.46,-246.16,1272.18
4449.12,67.622,76.618,3050.29,-245.11,1276.62
4454.03,66.659,76.329,3052.20,-244.05,1281.03
4458.94,65.563,75.997,3054.19,-242.98,1285.38
4463.85,64.334,75.621,3056.26,-241.89,1289.69
4468.76,62.972,75.196,3058.44,-240.78,1293.94
4473.68,61.479,74.719,3060.72,-239.66,1298.12
4478.59,59.857,74.187,3063.12,-238.52,1302.23
4483.50,58.110,73.595,3065.64,-237.35,1306.27
4488.47,57.395,73.341,3068.27,-236.17,1310.26
4493.44,56.701,73.090,3070.94,-234.97,1314.21
4498.41,56.029,72.842,3073.66,-233.78,1318.12
4503.38,55.378,72.599,3076.43,-232.57,1321.99
4508.35,54.749,72.360,3079.24,-231.36,1325.83
4513.32,54.142,72.126,3082.09,-230.14,1329.63
4518.29,53.557,71.896,3084.99,-228.92,1333.40
4523.26,52.994,71.672,3087.92,-227.69,1337.13
4528.23,52.453,71.454,3090.89,-226.46,1340.84
4533.20,51.935,71.241,3093.90,-225.22,1344.51
4538.17,51.439,71.034,3096.94,-223.97,1348.16
4543.14,50.966,70.834,3100.02,-222.72,1351.77
4548.11,50.515,70.641,3103.13,-221.47,1355.36
4553.08,50.086,70.455,3106.27,-220.21,1358.93
4558.05,49.680,70.276,3109.44,-218.94,1362.47
4563.02,49.296,70.105,3112.63,-217.67,1365.99
4567.99,48.934,69.942,3115.86,-216.40,1369.49
4572.96,48.594,69.788,3119.10,-215.13,1372.96
4577.93,48.276,69.641,3122.37,-213.85,1376.42
4582.90,47.980,69.503,3125.66,-212.57,1379.86
4587.87,47.706,69.375,3128.97,-211.28,1383.29
4592.84,47.453,69.255,3132.30,-210.00,1386.70
4597.81,47.223,69.145,3135.65,-208.71,1390.09
4602.78,47.014,69.044,3139.01,-207.42,1393.47
4607.75,46.826,68.953,3142.39,-206.12,1396.84
4612.72,46.660,68.872,3145.78,-204.83,1400.20
4617.69,46.515,68.801,3149.18,-203.53,1403.55
4622.66,46.391,68.741,3152.59,-202.23,1406.90
4627.63,46.289,68.690,3156.01,-200.93,1410.23
4632.60,46.208,68.650,3159.43,-199.63,1413.57
4637.57,46.148,68.620,3162.86,-198.33,1416.89
4642.54,46.110,68.601,3166.29,-197.03,1420.22
4647.51,46.092,68.592,3169.72,-195.72,1423.54
4652.48,46.096,68.594,3173.16,-194.42,1426.86
4657.45,46.120,68.606,3176.59,-193.12,1430.18
4662.42,46.166,68.629,3180.02,-191.82,1433.51
4667.39,46.233,68.662,3183.45,-190.51,1436.84
4672.36,46.321,68.706,3186.87,-189.21,1440.17
4677.33,46.430,68.760,3190.29,-187.91,1443.51
4682.30,46.561,68.824,3193.69,-186.62,1446.86
4687.27,46.713,68.898,3197.09,-185.32,1450.21
4692.24,46.886,68.983,3200.48,-184.02,1453.57
4697.21,47.081,69.077,3203.85,-182.73,1456.95
4702.18,47.297,69.181,3207.21,-181.44,1460.33
4707.15,47.535,69.294,3210.55,-180.15,1463.73
4712.12,47.795,69.417,3213.87,-178.86,1467.15
4717.09,48.076,69.548,3217.17,-177.58,1470.58
4722.06,48.379,69.689,3220.46,-176.30,1474.02
4727.03,48.705,69.838,3223.72,-175.02,1477.49
4732.00,49.052,69.996,3226.96,-173.75,1480.97
4770.20,49.052,69.996,3252.00,-163.88,1508.08
